"","Nfu.Gene.ID","Nfu.Gene.symbol.nfu2015","Nfu.Gene.symbol.garhum"
"22282","Nfu_g_1_022283","FTR83","ftr83"
"22283","Nfu_g_1_022284","","CU459095.1"
"22284","Nfu_g_1_022285","SUPT6H","supt6h"
"22285","Nfu_g_1_022286","POSTNA","postna"
"22286","Nfu_g_1_022287","ATP2A3","atp2a3"
"22287","Nfu_g_1_022288","CABZ01081490.1","CABZ01081490.1"
"22288","Nfu_g_1_022289","","slc22a4"
"22289","Nfu_g_1_022290","HCK","hck"
"22290","Nfu_g_1_022291","CCT8","cct8"
"22291","Nfu_g_1_022292","CABZ01055715.1","CABZ01055715.1"
"22292","Nfu_g_1_022293","PITPNAB","pitpnab"
"22293","Nfu_g_1_022294","","ubc"
"22294","Nfu_g_1_022295","SAR1B","sara2"
"22295","Nfu_g_1_022296","HUNK","hunk"
"22296","Nfu_g_1_022297","TRPC4 (2 OF 2)","TRPC4 (1 of 2)"
"22297","Nfu_g_1_022298","FBXO40 (2 OF 3)","FBXO40 (2 of 2)"
"22298","Nfu_g_1_022299","TRIM3B","trim3b"
"22299","Nfu_g_1_022300","CAMKK1","camkk1"
"22300","Nfu_g_1_022301","GUSB","CU467965.1"
"22301","Nfu_g_1_022302","FAM222BA","fam222ba"
"22302","Nfu_g_1_022303","HAUS1","haus1"
"22303","Nfu_g_1_022304","B3GALTLB","b3galtlb"
"22304","Nfu_g_1_022305","","si:dkeyp-6a12.1"
"22305","Nfu_g_1_022306","VGF","VGF"
"22306","Nfu_g_1_022307","USPL1","uspl1"
"22307","Nfu_g_1_022308","UGT5D1","ugt5d1"
"22308","Nfu_g_1_022309","HPDA","hpda"
"22309","Nfu_g_1_022310","OVCA2","ovca2"
"22310","Nfu_g_1_022311","HEATR6","HEATR6"
"22311","Nfu_g_1_022312","PROSER1","PROSER1"
"22312","Nfu_g_1_022313","RXFP2B","rxfp2b"
"22313","Nfu_g_1_022314","SMG6","smg6"
"22314","Nfu_g_1_022315","PAXBP1","GCFC1"
"22315","Nfu_g_1_022316","STARD13A","stard13a"
"22316","Nfu_g_1_022317","PHF15","PHF15"
"22317","Nfu_g_1_022318","THSD1","THSD1"
"22318","Nfu_g_1_022319","UGT5D1","ugt5d1"
"22319","Nfu_g_1_022320","SLC46A3 (1 OF 2)","SLC46A3 (1 of 2)"
"22320","Nfu_g_1_022321","SYNJ1","synj1"
"22321","Nfu_g_1_022322","TAOK1 (1 OF 2)","TAOK1 (1 of 3)"
"22322","Nfu_g_1_022323","SLC43A2B","slc43a2b"
"22323","Nfu_g_1_022324","CT573103.1","DHX33"
"22324","Nfu_g_1_022325","BIRC2","birc2"
"22325","Nfu_g_1_022326","MKS1","mks1"
"22326","Nfu_g_1_022327","CA4A","ca4a"
"22327","Nfu_g_1_022328","","cacna1i"
"22328","Nfu_g_1_022329","BX005380.2","BX005380.1"
"22329","Nfu_g_1_022330","","NLRX1 (15 of 54)"
"22330","Nfu_g_1_022331","UNC5A","unc5a"
"22331","Nfu_g_1_022332","PDLIM7","pdlim7"
"22332","Nfu_g_1_022333","BX547934.1","BX547934.1"
"22333","Nfu_g_1_022334","BX547934.1","BX936371.1"
"22334","Nfu_g_1_022335","RBP2A","rbp2a"
"22335","Nfu_g_1_022336","MRPS22","mrps22"
"22336","Nfu_g_1_022337","GRK7A","grk7a"
"22337","Nfu_g_1_022338","AGFG1B","agfg1b"
"22338","Nfu_g_1_022339","BRAFLDRAFT_89736",""
"22339","Nfu_g_1_022340","KCTD17","KCTD17"
"22340","Nfu_g_1_022341","CU462845.1","GUCY2C (2 of 2)"
"22341","Nfu_g_1_022342","SAMD8","SAMD8"
"22342","Nfu_g_1_022343","CBY1","cby1"
"22343","Nfu_g_1_022344","GIN1",""
"22344","Nfu_g_1_022345","PDAP1A","slc16a8"
"22345","Nfu_g_1_022346","","pcdh2g16"
"22346","Nfu_g_1_022347","","pcdh2g12"
"22347","Nfu_g_1_022348","","pcdh2g16"
"22348","Nfu_g_1_022349","PCDH2G16","pcdh2g16"
"22349","Nfu_g_1_022350","","PCDHGC3 (20 of 43)"
"22350","Nfu_g_1_022351","","PCDHGC3 (22 of 43)"
"22351","Nfu_g_1_022352","","PCDHGC3 (11 of 43)"
"22352","Nfu_g_1_022353","","PCDHGC3 (22 of 43)"
"22353","Nfu_g_1_022354","","pcdh2g3"
"22354","Nfu_g_1_022355","","sox19a"
"22355","Nfu_g_1_022356","","ralba"
"22356","Nfu_g_1_022357","","tspan7b"
"22357","Nfu_g_1_022358","EEF1B2 (1 OF 2)","eef1b2"
"22358","Nfu_g_1_022359","ARL11","arl11"
"22359","Nfu_g_1_022360","CEP41","cep41"
"22360","Nfu_g_1_022361","",""
"22361","Nfu_g_1_022362","",""
"22362","Nfu_g_1_022363","DHRSX","dhrsx"
"22363","Nfu_g_1_022364","APG3L","apg3l"
"22364","Nfu_g_1_022365","SNX9A","snx9"
"22365","Nfu_g_1_022366","CD99","cd99"
"22366","Nfu_g_1_022367","GLI2B","gli2a"
"22367","Nfu_g_1_022368","SOWAHCB","sowahca"
"22368","Nfu_g_1_022369","GAL3ST4","GAL3ST4"
"22369","Nfu_g_1_022370","RUNX1","runx2a"
"22370","Nfu_g_1_022371","VASA","vasa"
"22371","Nfu_g_1_022372","ABI3BP","abi3bp"
"22372","Nfu_g_1_022373","GYG2","gyg2"
"22373","Nfu_g_1_022374","SON","SON"
"22374","Nfu_g_1_022375","HDHD1","hdhd1"
"22375","Nfu_g_1_022376","DSG3","si:ch73-74h11.1"
"22376","Nfu_g_1_022377","FAIMB","faima"
"22377","Nfu_g_1_022378","BX323819.1","BX323819.1"
"22378","Nfu_g_1_022379","F7","f7"
"22379","Nfu_g_1_022380","FTCD","ftcd"
"22380","Nfu_g_1_022381","ATP1B1B","atp1b1b"
"22381","Nfu_g_1_022382","ARHGAP1","arhgap1"
"22382","Nfu_g_1_022383","MTM1","mtmr2"
"22383","Nfu_g_1_022384","",""
"22384","Nfu_g_1_022385","","BX649431.1"
"22385","Nfu_g_1_022386","OLA.20067","inhbb"
"22386","Nfu_g_1_022387","XDH","xdh"
"22387","Nfu_g_1_022388","ACOX3","acox3"
"22388","Nfu_g_1_022389","CLIC6","CLIC6"
"22389","Nfu_g_1_022390","OLA.13614","ccdc14"
"22390","Nfu_g_1_022391","RQCD1","rqcd1"
"22391","Nfu_g_1_022392","SLC19A2","SLC19A2"
"22392","Nfu_g_1_022393","HSF2BP","HSF2BP"
"22393","Nfu_g_1_022394","DDRGK1","ddrgk1"
"22394","Nfu_g_1_022395","CLCN4","CLCN4"
"22395","Nfu_g_1_022396","CLASP1","clasp1a"
"22396","Nfu_g_1_022397","PCID2","pcid2"
"22397","Nfu_g_1_022398","","F7 (2 of 3)"
"22398","Nfu_g_1_022399","","si:ch211-155d24.7"
"22399","Nfu_g_1_022400","OLA.14447","zgc:171422"
"22400","Nfu_g_1_022401","SETDB2","SETDB2"
"22401","Nfu_g_1_022402","ANKRD10A","ankrd10a"
"22402","Nfu_g_1_022403","CABZ01069632.1","HECW2 (1 of 2)"
"22403","Nfu_g_1_022404","MTMR1","mtmr1a"
"22404","Nfu_g_1_022405","","si:ch211-137i24.10"
"22405","Nfu_g_1_022406","DYTN","dytn"
"22406","Nfu_g_1_022407","SI:CH211-229B6.1","si:ch211-229b6.1"
"22407","Nfu_g_1_022408","URP2","urp2"
"22408","Nfu_g_1_022409","PLCD4A","plcd4a"
"22409","Nfu_g_1_022410","PRKX","prkx"
"22410","Nfu_g_1_022411","MID1IP1B","mid1ip1b"
"22411","Nfu_g_1_022412","BCOR (2 OF 2)","bcor"
"22412","Nfu_g_1_022413","EBPL","ebpl"
"22413","Nfu_g_1_022414","F2","f2"
"22414","Nfu_g_1_022415","CRYAA","cryaa"
"22415","Nfu_g_1_022416","ADARB1A","adarb1b"
"22416","Nfu_g_1_022417","ARL6IP6","arl6ip6"
"22417","Nfu_g_1_022418","CD99L2","cd99l2"
"22418","Nfu_g_1_022419","BX465854.1","AFAP1"
"22419","Nfu_g_1_022420","MPDU1B","mpdu1b"
"22420","Nfu_g_1_022421","GPR128","gpr128"
"22421","Nfu_g_1_022422","RCAN1B","rcan1a"
"22422","Nfu_g_1_022423","BX323819.1","BX323819.1"
"22423","Nfu_g_1_022424","CD247L","cd247l"
"22424","Nfu_g_1_022425","MBLAC1","MBLAC1"
"22425","Nfu_g_1_022426","CARS2","cars2"
"22426","Nfu_g_1_022427","PROZ (1 OF 2)","PROZ (2 of 2)"
"22427","Nfu_g_1_022428","F10","f10"
"22428","Nfu_g_1_022429","GBX2","gbx2"
"22429","Nfu_g_1_022430","NLGN4A","nlgn4a"
"22430","Nfu_g_1_022431","AGAP1","AGAP9"
"22431","Nfu_g_1_022432","UBE3A (1 OF 3)","ube3a"
"22432","Nfu_g_1_022433","CREG1","CREG1"
"22433","Nfu_g_1_022434","TRIM14 (1 OF 2)","CR381684.2"
"22434","Nfu_g_1_022435","CHRM4A","chrm4a"
"22435","Nfu_g_1_022436","POMCA","pomca"
"22436","Nfu_g_1_022437","FAM207A","fam207a"
"22437","Nfu_g_1_022438","MLPH (1 OF 2)","mlpha"
"22438","Nfu_g_1_022439","VASA","vasa"
"22439","Nfu_g_1_022440","GTF3C3","gtf3c3"
"22440","Nfu_g_1_022441","DNAJC27","dnajc27"
"22441","Nfu_g_1_022442","F7I","f7i"
"22442","Nfu_g_1_022443","SFT2D2 (1 OF 2)","SFT2D2 (1 of 2)"
"22443","Nfu_g_1_022444","ZCCHC4","ZCCHC4"
"22444","Nfu_g_1_022445","LRRFIP1B","lrrfip1b"
"22445","Nfu_g_1_022446","ZCCHC4","ZCCHC4"
"22446","Nfu_g_1_022447","MXRA5","mxra5"
"22447","Nfu_g_1_022448","","WIPF2 (1 of 2)"
"22448","Nfu_g_1_022449","BX957297.2","CD59 (2 of 2)"
"22449","Nfu_g_1_022450","CR848021.1","ABLIM2"
"22450","Nfu_g_1_022451","CNGA3B","cnga3b"
"22451","Nfu_g_1_022452","","CABZ01038521.1"
"22452","Nfu_g_1_022453","MBTD1","MBTD1"
"22453","Nfu_g_1_022454","EHMT1A","ehmt1b"
"22454","Nfu_g_1_022455","SLC16A10","slc16a10"
"22455","Nfu_g_1_022456","PDE5A (2 OF 2)","pde5ab"
"22456","Nfu_g_1_022457","CR847950.4","CR847950.5"
"22457","Nfu_g_1_022458","MEN1","MEN1 (2 of 2)"
"22458","Nfu_g_1_022459","TSPAN5","tspan5"
"22459","Nfu_g_1_022460","STAG2B","stag2b"
"22460","Nfu_g_1_022461","PYGMB","pygmb"
"22461","Nfu_g_1_022462","RASGRP2","RASGRP2 (1 of 2)"
"22462","Nfu_g_1_022463","PCBP3 (2 OF 2)","pcbp3"
"22463","Nfu_g_1_022464","OLA.1141","epdl1"
"22464","Nfu_g_1_022465","LAMA4","lama4"
"22465","Nfu_g_1_022466","ACO1","aco1"
"22466","Nfu_g_1_022467","KIF5C (1 OF 2)","kif5c"
"22467","Nfu_g_1_022468","GPD2","gpd2"
"22468","Nfu_g_1_022469","","rbm4.3"
"22469","Nfu_g_1_022470","ACSL4A","acsl4a"
"22470","Nfu_g_1_022471","CALCRLB","calcrla"
"22471","Nfu_g_1_022472","PELI3","PELI3"
"22472","Nfu_g_1_022473","TAF6L","taf6l"
"22473","Nfu_g_1_022474","PWP2H","pwp2h"
"22474","Nfu_g_1_022475","RWDD","rwdd"
"22475","Nfu_g_1_022476","DFNB59","DFNB59"
"22476","Nfu_g_1_022477","AOX1","aox1"
"22477","Nfu_g_1_022478","","schip1"
"22478","Nfu_g_1_022479","CR382383.3","SH3TC1 (1 of 2)"
"22479","Nfu_g_1_022480","MFSD6","mfsd6a"
"22480","Nfu_g_1_022481","RASGRP2","RASGRP2 (2 of 2)"
"22481","Nfu_g_1_022482","H2AFVB","h2afvl"
"22482","Nfu_g_1_022483","ING2","ing2"
"22483","Nfu_g_1_022484","PVRL4 (2 OF 2)","PVRL4 (1 of 3)"
"22484","Nfu_g_1_022485","MED11","med11"
"22485","Nfu_g_1_022486","PSMD10","psmd10"
"22486","Nfu_g_1_022487","","LRRC53"
"22487","Nfu_g_1_022488","NXT2","nxt2"
"22488","Nfu_g_1_022489","CAMK2D1","camk2d1"
"22489","Nfu_g_1_022490","OLA.329","ahr1b"
"22490","Nfu_g_1_022491","BZW1A","bzw1a"
"22491","Nfu_g_1_022492","NR4A2B","nr4a2a"
"22492","Nfu_g_1_022493","FNDC4 (2 OF 2)","FNDC4 (2 of 2)"
"22493","Nfu_g_1_022494","MBD5","MBD5"
"22494","Nfu_g_1_022495","STAT1A","stat1a"
"22495","Nfu_g_1_022496","PROB1","xpa"
"22496","Nfu_g_1_022497","GLSA","glsa"
"22497","Nfu_g_1_022498","COL10A1 (1 OF 2)","col10a1"
"22498","Nfu_g_1_022499","LAMA4","lama4"
"22499","Nfu_g_1_022500","RTN3 (1 OF 2)","rtn3"
"22500","Nfu_g_1_022501","ORC4","ORC4"
"22501","Nfu_g_1_022502","EHBP1L1 (2 OF 2)","AL954709.2"
"22502","Nfu_g_1_022503","CT030012.1","CT030012.1"
"22503","Nfu_g_1_022504","","il13ra1"
"22504","Nfu_g_1_022505","",""
"22505","Nfu_g_1_022506","SH3TC1","SH3TC1 (2 of 2)"
"22506","Nfu_g_1_022507","ECSIT","ecsit"
"22507","Nfu_g_1_022508","BX324198.2","BX324198.2"
"22508","Nfu_g_1_022509","MLLT3","mllt3"
"22509","Nfu_g_1_022510","ALOX12","alox12"
"22510","Nfu_g_1_022511","FOCAD","FOCAD"
"22511","Nfu_g_1_022512","IL13RA1","il13ra1"
"22512","Nfu_g_1_022513","ACVR2AA","acvr2a"
"22513","Nfu_g_1_022514","OLA.1141","epdl1"
"22514","Nfu_g_1_022515","STAG2B","stag2b"
"22515","Nfu_g_1_022516","MAP4K2","map4k2l"
"22516","Nfu_g_1_022517","","cadm4"
"22517","Nfu_g_1_022518","BX005022.1","BX005022.1"
"22518","Nfu_g_1_022519","VWDE (3 OF 3)","VWDE"
"22519","Nfu_g_1_022520","CR853281.1","CR853281.1"
"22520","Nfu_g_1_022521","DOCK11 (2 OF 2)","dock11"
"22521","Nfu_g_1_022522","RAP1GDS1","RAP1GDS1"
"22522","Nfu_g_1_022523","SH3BP4A","sh3bp4a"
"22523","Nfu_g_1_022524","","rbm4.3"
"22524","Nfu_g_1_022525","EML3","eml3"
"22525","Nfu_g_1_022526","NAB1A","nab1b"
"22526","Nfu_g_1_022527","FAM177A1 (2 OF 2)","fam177a1"
"22527","Nfu_g_1_022528","COL5A2B","col5a2b"
"22528","Nfu_g_1_022529","PTPLAD2","ptplad1"
"22529","Nfu_g_1_022530","PWP2H","pwp2h"
"22530","Nfu_g_1_022531","CD68","CD68"
"22531","Nfu_g_1_022532","XIAP","xiap"
"22532","Nfu_g_1_022533","EED","eed"
"22533","Nfu_g_1_022534","CD248","cd248b"
"22534","Nfu_g_1_022535","","im:7136729"
"22535","Nfu_g_1_022536","SF1","sf1"
"22536","Nfu_g_1_022537","MAP4K2","map4k2l"
"22537","Nfu_g_1_022538","ARSJ","ARSJ"
"22538","Nfu_g_1_022539","CNIH3","cnih3"
"22539","Nfu_g_1_022540","","CABZ01078499.2"
"22540","Nfu_g_1_022541","",""
"22541","Nfu_g_1_022542","CR388002.1","ank2b"
"22542","Nfu_g_1_022543","","ahr2"
"22543","Nfu_g_1_022544","EIF4A1","eif4a1b"
"22544","Nfu_g_1_022545","RCE1A","rce1a"
"22545","Nfu_g_1_022546","ANK2B","ank2b"
"22546","Nfu_g_1_022547","","BX547934.1"
"22547","Nfu_g_1_022548","TIFA","TIFA"
"22548","Nfu_g_1_022549","HAUS4","HAUS4"
"22549","Nfu_g_1_022550","FCER1G","cd247l"
"22550","Nfu_g_1_022551","RBM4.2","rbm4.2"
"22551","Nfu_g_1_022552","SLX1A","SLX1A"
"22552","Nfu_g_1_022553","CCER1","BX005022.2"
"22553","Nfu_g_1_022554","MLLT3","mllt3"
"22554","Nfu_g_1_022555","MTA2","mta2"
"22555","Nfu_g_1_022556","CR853281.1","CR853281.1"
"22556","Nfu_g_1_022557","SI:CH211-246M6.4","TCF15"
"22557","Nfu_g_1_022558","RAB1BA","rab1ba"
"22558","Nfu_g_1_022559","MARCH7","march7"
"22559","Nfu_g_1_022560","NDUFS2","ndufs2"
"22560","Nfu_g_1_022561","ARL4C","arl4ca"
"22561","Nfu_g_1_022562","SLC1A1","slc1a1"
"22562","Nfu_g_1_022563","ACHE","ache"
"22563","Nfu_g_1_022564","LRCH4","lrch4"
"22564","Nfu_g_1_022565","RBM4.1","rbm4.1"
"22565","Nfu_g_1_022566","PYGMB","pygmb"
"22566","Nfu_g_1_022567","DOCK11","dock11"
"22567","Nfu_g_1_022568","PAQR9","PAQR9"
"22568","Nfu_g_1_022569","CU570987.1","mertk"
"22569","Nfu_g_1_022570","KYNU","si:ch73-379f7.2"
"22570","Nfu_g_1_022571","ALPK1","ALPK1"
"22571","Nfu_g_1_022572","KIRRELA","kirrela"
"22572","Nfu_g_1_022573","FREM1A","frem1a"
"22573","Nfu_g_1_022574","NT5DC1","nt5dc1"
"22574","Nfu_g_1_022575","KYNU","CABZ01084055.1"
"22575","Nfu_g_1_022576","FYNRK","fynrk"
"22576","Nfu_g_1_022577","EHBP1L1 (2 OF 2)","AL954709.2"
"22577","Nfu_g_1_022578","TRMT10A","TRMT10A"
"22578","Nfu_g_1_022579","ACO1","aco1"
"22579","Nfu_g_1_022580","S100B","s100b"
"22580","Nfu_g_1_022581","ZEB2B","zeb2b"
"22581","Nfu_g_1_022582","FXR2","fxr2"
"22582","Nfu_g_1_022583","STIM1B","stim1b"
"22583","Nfu_g_1_022584","PGAP2 (1 OF 2)","pgap2"
"22584","Nfu_g_1_022585","",""
"22585","Nfu_g_1_022586","GUCA1D","guca1d"
"22586","Nfu_g_1_022587","PCF11","pcf11"
"22587","Nfu_g_1_022588","TIMD4","timd4"
"22588","Nfu_g_1_022589","C21H17ORF85","C21H17orf85"
"22589","Nfu_g_1_022590","CCDC90B","ccdc90b"
"22590","Nfu_g_1_022591","DUB","dub"
"22591","Nfu_g_1_022592","RHOGB","rhogb"
"22592","Nfu_g_1_022593","ALG8","alg8"
"22593","Nfu_g_1_022594","AP1S1","ap1s1"
"22594","Nfu_g_1_022595","VGF","VGF"
"22595","Nfu_g_1_022596","SI:DKEY-30J22.1","CR926130.1"
"22596","Nfu_g_1_022597","CHSY1","chsy1"
"22597","Nfu_g_1_022598","CALD1","traf3ip1"
"22598","Nfu_g_1_022599","RASGRF2B","rasgrf2b"
"22599","Nfu_g_1_022600","RASGRF2B","rasgrf2b"
"22600","Nfu_g_1_022601","SI:DKEY-228L14.1","CR774189.1"
"22601","Nfu_g_1_022602","","zgc:112263"
"22602","Nfu_g_1_022603","CU459095.1","CU459095.1"
"22603","Nfu_g_1_022604","DMRTA2","dmrta2"
"22604","Nfu_g_1_022605","EPS15","eps15"
"22605","Nfu_g_1_022606","INSRB","insra"
"22606","Nfu_g_1_022607","TMEM59L","tmem59l"
"22607","Nfu_g_1_022608","OSBPL9","osbpl9"
"22608","Nfu_g_1_022609","SSBP4","ssbp4"
"22609","Nfu_g_1_022610","","si:ch211-120j21.1"
"22610","Nfu_g_1_022611","FOXE3","foxe3"
"22611","Nfu_g_1_022612","FYCO1 (1 OF 2)","FYCO1 (1 of 2)"
"22612","Nfu_g_1_022613","USE1","use1"
"22613","Nfu_g_1_022614","C20H1ORF112","C20H1orf112"
"22614","Nfu_g_1_022615","AGBL4","agbl4"
"22615","Nfu_g_1_022616","SAFB","safb"
"22616","Nfu_g_1_022617","FAM108A1 (1 OF 2)","FAM108A1 (1 of 2)"
"22617","Nfu_g_1_022618","","si:dkey-21p1.3"
"22618","Nfu_g_1_022619","S1PR3","s1pr3"
"22619","Nfu_g_1_022620","HAUS5","haus5"
"22620","Nfu_g_1_022621","TOR1AIP2","si:dkeyp-82a1.6"
"22621","Nfu_g_1_022622","HAUS8","HAUS8"
"22622","Nfu_g_1_022623","ANKRD24","ankrd24"
"22623","Nfu_g_1_022624","ST6GALNAC5B","st6galnac5a"
"22624","Nfu_g_1_022625","EDEM3","EDEM3"
"22625","Nfu_g_1_022626","MOB3C","mob3c"
"22626","Nfu_g_1_022627","TPM4A","tpm4a"
"22627","Nfu_g_1_022628","AP3D1","ap3d1"
"22628","Nfu_g_1_022629","","si:dkey-27p18.5"
"22629","Nfu_g_1_022630","XPR1 (2 OF 3)","xpr1"
"22630","Nfu_g_1_022631","RAB8A (1 OF 2)","rab8a"
"22631","Nfu_g_1_022632","OLA.9313","zgc:112263"
"22632","Nfu_g_1_022633","SEMA6B (1 OF 2)","SEMA6B (1 of 2)"
"22633","Nfu_g_1_022634","NOTCH2","notch2"
"22634","Nfu_g_1_022635","SLC35A3 (1 OF 2)","SLC35A3 (1 of 2)"
"22635","Nfu_g_1_022636","CABZ01090041.1","CABZ01090041.1"
"22636","Nfu_g_1_022637","ATF6","atf6"
"22637","Nfu_g_1_022638","CDC34A","cdc34a"
"22638","Nfu_g_1_022639","SHDB","shdb"
"22639","Nfu_g_1_022640","ELL","ell"
"22640","Nfu_g_1_022641","TAX1BP3","tax1bp3"
"22641","Nfu_g_1_022642","",""
"22642","Nfu_g_1_022643","OLA.18948","si:dkey-42p8.3"
"22643","Nfu_g_1_022644","MIER2","mier2"
"22644","Nfu_g_1_022645","MKNK1","mknk1"
"22645","Nfu_g_1_022646","","si:ch1073-396h14.1"
"22646","Nfu_g_1_022647","UQCRH","uqcrh"
"22647","Nfu_g_1_022648","TOR3A","TOR3A"
"22648","Nfu_g_1_022649","AES","aes"
"22649","Nfu_g_1_022650","SAC3D1","SAC3D1"
"22650","Nfu_g_1_022651","SSBP3B","ssbp3b"
"22651","Nfu_g_1_022652","GNA15","gna15.1"
"22652","Nfu_g_1_022653","OLA.11839","si:dkey-51e6.1"
"22653","Nfu_g_1_022654","LHX8B","lhx8a"
"22654","Nfu_g_1_022655","DIO1","dio1"
"22655","Nfu_g_1_022656","RGL1","rgl1"
"22656","Nfu_g_1_022657","XCR1","xcr1a"
"22657","Nfu_g_1_022658","GCLM","gclm"
"22658","Nfu_g_1_022659","CERS1","CERS1"
"22659","Nfu_g_1_022660","SLC44A5B","slc44a5b"
"22660","Nfu_g_1_022661","",""
"22661","Nfu_g_1_022662","RX1","rx1"
"22662","Nfu_g_1_022663","C8H1ORF173","C8H1orf173"
"22663","Nfu_g_1_022664","PTGFR","PTGFR (2 of 2)"
"22664","Nfu_g_1_022665","","zfyve9a"
"22665","Nfu_g_1_022666","ATCAY (1 OF 2)","ATCAY (3 of 3)"
"22666","Nfu_g_1_022667","GLIS1B","glis1b"
"22667","Nfu_g_1_022668","DMBX1B","dmbx1a"
"22668","Nfu_g_1_022669","",""
"22669","Nfu_g_1_022670","C1ORF21","C2H1orf21"
"22670","Nfu_g_1_022671","",""
"22671","Nfu_g_1_022672","SHC2","shc2"
"22672","Nfu_g_1_022673","",""
"22673","Nfu_g_1_022674","CKS2","cks2"
"22674","Nfu_g_1_022675","FKBP8","fkbp8"
"22675","Nfu_g_1_022676","ELOVL1B","elovl1b"
"22676","Nfu_g_1_022677","NMRK2","mibp"
"22677","Nfu_g_1_022678","GNA11A","gna11a"
"22678","Nfu_g_1_022679","C22H19ORF60","C22H19orf60"
"22679","Nfu_g_1_022680","OLFML2BA","olfml2ba"
"22680","Nfu_g_1_022681","TNFAIP8","tnfaip8"
"22681","Nfu_g_1_022682","MUTYH","mutyh"
"22682","Nfu_g_1_022683","TTC39A","ttc39a"
"22683","Nfu_g_1_022684","ODF3L2","ODF3L2 (1 of 2)"
"22684","Nfu_g_1_022685","TLE2","tle2"
"22685","Nfu_g_1_022686","NCL1","ncl1"
"22686","Nfu_g_1_022687","ELAVL4","elavl4"
"22687","Nfu_g_1_022688","SCYL3","scyl3"
"22688","Nfu_g_1_022689","GLT25D2","glt25d2"
"22689","Nfu_g_1_022690","C20H1ORF112","C20H1orf112"
"22690","Nfu_g_1_022691","PLIN5","PLIN4"
"22691","Nfu_g_1_022692","FAM32AL","fam32al"
"22692","Nfu_g_1_022693","","si:ch211-196i2.2"
"22693","Nfu_g_1_022694","ACOT11B","acot11b"
"22694","Nfu_g_1_022695","ZFAND6","PLIN4"
"22695","Nfu_g_1_022696","SELE","selp"
"22696","Nfu_g_1_022697","CYP2J2 (1 OF 6)","cyp2p8"
"22697","Nfu_g_1_022698","PRPF40A","prpf40a"
"22698","Nfu_g_1_022699","CRLF1B","crlf1a"
"22699","Nfu_g_1_022700","MYO9B (1 OF 2)","MYO9B (1 of 3)"
"22700","Nfu_g_1_022701","","sec22bb"
"22701","Nfu_g_1_022702","ACBD6","acbd6"
"22702","Nfu_g_1_022703","BEND5","bend5"
"22703","Nfu_g_1_022704","C19ORF10","C22H19orf10 (1 of 2)"
"22704","Nfu_g_1_022705","CACNA1R","cacna1r"
"22705","Nfu_g_1_022706","SH3GL1B","sh3gl1b"
"22706","Nfu_g_1_022707","FH","fh"
"22707","Nfu_g_1_022708","","loxl5a"
"22708","Nfu_g_1_022709","SAFB","safb"
"22709","Nfu_g_1_022710","COPE","cope"
"22710","Nfu_g_1_022711","RXRA2","rxrgb"
"22711","Nfu_g_1_022712","SELE","sele"
"22712","Nfu_g_1_022713","CPAMD8","CPAMD8 (1 of 2)"
"22713","Nfu_g_1_022714","LMX1A","lmx1b.1"
"22714","Nfu_g_1_022715","ABL2","abl2"
"22715","Nfu_g_1_022716","","rnf11b"
"22716","Nfu_g_1_022717","SPATA6","spata6"
"22717","Nfu_g_1_022718","ZFR2","zfr2"
"22718","Nfu_g_1_022719","SIN3B","sin3b"
"22719","Nfu_g_1_022720","MPND","mpnd"
"22720","Nfu_g_1_022721","","BX511270.1"
"22721","Nfu_g_1_022722","FPGT","fpgt"
"22722","Nfu_g_1_022723","QSOX1","qsox1"
"22723","Nfu_g_1_022724","TOR1AIP2","zgc:112962"
"22724","Nfu_g_1_022725","CEP350","CEP350"
"22725","Nfu_g_1_022726","NPL","npl"
"22726","Nfu_g_1_022727","PPAP2C","PPAP2C (1 of 2)"
"22727","Nfu_g_1_022728","DNTTIP2","dnttip2"
"22728","Nfu_g_1_022729","HSH2D","hsh2d"
"22729","Nfu_g_1_022730","FOXD2","foxd2"
"22730","Nfu_g_1_022731","PRR16","prr16"
"22731","Nfu_g_1_022732","MALT1A","malt1a"
"22732","Nfu_g_1_022733","","CU459095.1"
"22733","Nfu_g_1_022734","LPXN","LPXN"
"22734","Nfu_g_1_022735","","si:ch211-221n20.8"
"22735","Nfu_g_1_022736","FAM78B (1 OF 2)","FAM78B (1 of 2)"
"22736","Nfu_g_1_022737","SOAT1","soat1"
"22737","Nfu_g_1_022738","C2CD4C (1 OF 2)","C2CD4C (2 of 2)"
"22738","Nfu_g_1_022739","RORCA","rorca"
"22739","Nfu_g_1_022740","TNNI3K","tnni3k"
"22740","Nfu_g_1_022741","CDKN2C","cdkn2c"
"22741","Nfu_g_1_022742","HDGFRP2","hdgfrp2"
"22742","Nfu_g_1_022743","","zgc:112263"
"22743","Nfu_g_1_022744","LHX4","lhx4"
"22744","Nfu_g_1_022745","TPM4A","tpm4a"
"22745","Nfu_g_1_022746","",""
"22746","Nfu_g_1_022747","LPL","lpl"
"22747","Nfu_g_1_022748","CABZ01041812.1","CABZ01041812.1"
"22748","Nfu_g_1_022749","S1PR4","s1pr4"
"22749","Nfu_g_1_022750","FAF1","faf1"
"22750","Nfu_g_1_022751","GHRHR","ghrhra"
"22751","Nfu_g_1_022752","FAAH","FAAH"
"22752","Nfu_g_1_022753","PPAPDC1A","ppapdc1a"
"22753","Nfu_g_1_022754","ENTPD6","entpd6"
